pose,left_elbow,right_elbow,left_shoulder,right_shoulder,left_hip,right_hip,left_knee,right_knee
Vrikshasana,174.7759639381226,170.76851251207225,143.94622574017134,160.62396386971287,119.27350214164184,162.79683157050317,58.910624109585505,176.35737388438554
Vrikshasana,172.63205392502692,166.6826089357763,155.32435062115297,168.40035675759168,107.82655241987707,180.0,61.41929511182155,180.0
Vrikshasana,180.0,175.6339589524298,164.62390541437648,155.62743237172234,102.66545815859205,167.81545706019833,59.91667147675882,172.10848188442566
Vrikshasana,177.69410205450598,171.85609365496904,167.36997674773855,164.00695190985007,120.20646157646802,176.38464814683186,39.42367795477408,177.665234135509
Vrikshasana,165.96795684443111,169.89032094580236,170.08982746621376,163.10027048718158,95.01069571421253,165.9176958013576,52.262256743010084,171.91719925309437
Vrikshasana,168.97315833562052,174.87205682930747,167.24249628885357,162.87009177779552,79.087104914019,173.82620037418155,52.576268585860625,180.0
Vrikshasana,180.0,160.62057033917154,153.27117259847117,162.72725058234684,86.18405600546058,180.0,54.94685290160527,180.0
Vrikshasana,169.57433803086923,177.88258213979725,166.5477724479123,159.86302416109734,104.34400892698696,173.62205943569035,45.09323788208495,177.26235659879825
Vrikshasana,172.08486480528586,175.30036318612096,165.99859397528235,149.53171134417272,100.74990969680422,180.0,46.051294169499485,173.8887499135484
Vrikshasana,174.21383715098716,178.06631114291193,158.09140844448527,168.6316847234959,110.56793982566526,177.05092040134036,56.432932010592744,180.0
Vrikshasana,171.76902986680375,160.9788662476009,170.83403489213714,154.3384045523454,103.07880444343033,179.85730410916315,39.181923671528594,171.7417639294693
Vrikshasana,163.3923323772869,168.23518225984745,161.51709284813595,162.19350274250218,104.76274179328554,163.5234046966458,33.519172506938844,178.27176792695192
Vrikshasana,170.16934379817,175.75631463029967,163.61562900977017,159.10593145646945,109.60133085375854,173.3752682446904,56.24051764481173,174.4766336856506
Vrikshasana,171.92233151701126,174.18065657994174,164.56422780333935,154.85007062220342,107.21167255732112,170.40496724850772,51.05966266137496,180.0
Vrikshasana,161.04163777367506,165.22116603155143,146.14251682045744,139.33107104121356,95.21735559844824,176.49660339836643,49.7209274689394,178.98895040970925
Vrikshasana,179.53530498026475,180.0,157.44689652219088,168.8286871165552,102.9212665843411,166.97561065703522,47.24479718241012,170.59731743717492
Vrikshasana,167.67119687759808,170.85189987155343,164.42868015502881,171.76615864932788,88.1781848462296,174.3569648095595,43.675648486739725,180.0
Vrikshasana,172.21348009587365,162.01456504491483,165.42637593254787,153.15999429753015,96.66099761626445,165.58148553226187,46.76573378649955,180.0
Vrikshasana,171.86453395438156,174.97197201369488,160.89537483143076,168.56529324422533,98.57213849135621,163.1388530989256,60.537779332575866,176.34255913951372
Vrikshasana,179.68755466746427,175.30026267909483,156.95089975837325,160.79020715237036,121.510125601263,180.0,52.55504908106223,178.80095296658538
Vrikshasana,179.45744094479832,167.9260338033959,160.66456298094604,157.79309721636915,105.13908211457553,166.99978716430357,39.283460053528245,167.63508282004355
Vrikshasana,166.29569532206236,170.247948290364,155.6544673068099,173.49784929943613,113.05993369907299,166.22745330195025,54.78166761960765,175.96460881824837
Vrikshasana,171.29381697175944,174.11195389649228,162.95336893580316,155.28593212892787,112.63851532734358,165.14837064314557,52.05071249889815,180.0
Vrikshasana,174.33847845575164,180.0,158.73216142538567,162.64621676263837,101.43216805607308,170.97755451301478,45.764140826196645,180.0
Vrikshasana,167.8907768648854,176.99351141788057,166.68229603556728,160.93225125789783,99.13751266444308,174.72379347585218,49.5306155556287,180.0
Vrikshasana,162.01156349470926,170.98635579128813,142.07350403900801,146.03951335818235,115.6386222981391,177.37110989183012,46.244158133721676,170.4874827197955
Vrikshasana,155.2128269729501,169.7390269524042,177.36332009797923,161.4790741717092,96.4042771395051,174.79048125700183,39.51233317604446,176.51338318651182
Vrikshasana,173.59686483809443,172.48339608907372,164.32644897352066,160.75716180988843,108.68326018107997,167.86976630661545,59.18252326728438,180.0
Vrikshasana,167.1791028820915,167.67382606571263,168.68627469056187,156.46924810643952,116.03821392066557,169.34478572864688,63.64036461016569,178.65742908402726
Vrikshasana,174.54937293993618,180.0,155.10583618044663,150.47102323260034,97.51435791971646,174.71400370385882,39.47392742255589,180.0
Vrikshasana,169.76737209429353,179.88687596440138,138.84591756079624,151.70747379916665,85.13531848765898,167.0426232018163,53.98132720887155,177.1038668727512
Vrikshasana,171.4797345863119,172.04489077171962,159.62710592495955,149.93171166445515,109.06849640899051,175.9759958223129,55.08030350124881,180.0
Vrikshasana,174.77850800485194,180.0,157.30324663157992,155.5433342533234,94.46472419642622,165.80642397653298,42.0442256991914,173.5560134338454
Vrikshasana,172.57591771008757,175.0057707709863,158.4091364684173,151.8757177805623,111.00184564019963,176.4364760338057,50.72281354062386,174.73541927667645
Vrikshasana,176.2905675249788,174.12784152491662,146.4149819246796,157.45615795212476,104.62035812074382,166.6018312810735,53.518747142699546,170.72588757371105
Vrikshasana,180.0,180.0,155.97986132557628,160.90763470271258,77.90078034200126,165.061914038408,49.64976863878296,172.6393348928657
Vrikshasana,177.28637889578394,180.0,148.58708224456558,151.30029276731847,104.3544836830993,180.0,42.22100549968077,179.24518061153472
Vrikshasana,180.0,163.0894451109244,147.75144634523335,154.6111471483133,96.79411587144588,176.87560772652188,53.9332777585667,169.12518970178937
Vrikshasana,176.09246241740487,169.5347666758661,168.19557773552992,152.97929970850464,95.63384716897764,175.2467896648272,58.103411858695495,180.0
Vrikshasana,162.88641609569115,176.2282066395695,149.72553558660482,159.8822088927061,87.76265564600939,174.67793288525837,45.54720876554102,171.5868267486974
Vrikshasana,177.2829208188944,174.4498671300605,153.08818558885682,169.60943079216852,97.59347578430257,172.19264604382562,54.15130758142881,174.90167032935693
Vrikshasana,175.82681776039956,169.79928591701164,154.70689342227033,168.90114111842672,91.59413947487567,157.52331801442307,64.88749596009515,180.0
Vrikshasana,170.568384407304,161.3789717562789,155.51612819043245,155.71021640127464,100.10076158977743,165.31967174846892,56.63648913981182,180.0
Vrikshasana,164.03356628108415,177.19518039016933,174.42147985556713,159.37568265949648,98.62674837931493,171.14798071355486,56.92205413574849,169.3466419724639
Vrikshasana,173.9863442178638,170.65721630322315,172.78260010364835,156.60661812956033,118.6788761111952,165.37755581330796,56.69807333442234,179.59700131895613
Vrikshasana,167.7857165128113,174.06437668782164,167.7001506946528,155.40966636570718,85.08037350830237,171.89462304113533,44.7806152416599,176.2882953066806
Vrikshasana,172.51047338188928,162.7660867039069,145.07473328543458,161.8565346842042,96.7728130383032,156.6115339490766,58.27875229286508,179.3618487763712
Vrikshasana,168.7167510557811,165.09901873365055,164.68646317051468,160.79480498048343,125.82602282684073,174.52113159234963,55.10162513009612,177.1653603494572
Vrikshasana,177.90065520320474,176.75051120748893,168.01380006852156,153.82941665090172,97.64592527056038,169.12538097452813,58.326413769431916,180.0
Vrikshasana,170.2469570411042,170.45135763324146,160.5126177909584,156.0339079998968,111.5205365313989,158.48933625628572,45.38635962466484,174.08791833019276
Vrikshasana,159.07786392568312,167.2181693337872,150.6787510732326,156.39116276384937,113.12965891660264,170.52963609285578,43.75349023783077,177.71522729393234
Vrikshasana,179.2950417286481,167.14424710331056,150.7154009286284,162.46839167419378,99.78463884269199,175.88490814425685,51.89082566563763,180.0
Vrikshasana,166.78953131575616,172.9274920952704,156.31447988509476,148.27287260716696,86.36522052131312,176.11449421164798,49.19238094225618,172.88859859176335
Vrikshasana,172.42292637846,179.76811314409582,139.7540972370246,146.02689048077337,92.77113558104733,180.0,54.26069586335437,180.0
Vrikshasana,166.1590344852426,166.28278474837686,161.58250973378168,158.46619464748358,107.48738818864126,170.87397405442928,54.22514981163702,178.79059542452555
Vrikshasana,177.66660433450954,177.84204969166683,145.04102404486585,140.02185155727315,112.01745397651507,179.12635055957162,43.8350158438933,168.70082296727185
Vrikshasana,173.5942089260432,178.58502935810318,172.38075617947453,162.1303805768116,98.28283303414305,166.64121627049082,52.09161033336524,176.50367648057372
Vrikshasana,166.9095925656271,180.0,172.28134721657705,167.08838946844344,92.79149602190873,177.13011594578367,57.11701127598322,180.0
Vrikshasana,180.0,176.81222685716767,163.9201138904347,163.09525026697767,105.40791408002106,161.2983332217149,52.668968619284456,175.21904020575437
Vrikshasana,165.3209542541599,180.0,171.83196272708562,168.8737648023649,104.55213416855875,180.0,52.09642544481461,179.0139863844889
Vrikshasana,166.4391717772281,175.38194782699304,158.48308742739533,147.57878306532427,101.48802888183403,171.52162261685916,66.38048933315712,180.0
Vrikshasana,173.0686726345488,174.4927238588065,158.3536990248336,156.37668812163562,91.17572802611713,171.09368873435844,46.03121394677989,171.74842230538428
Vrikshasana,176.0673308872852,175.34758795959942,143.70633990905537,157.018522900039,111.95701385899923,178.35534243337793,60.20669474308191,178.1945660345073
Vrikshasana,167.9297280321851,166.49780703585162,160.75683923800287,161.0342402749213,114.87331111605066,178.5998779020525,50.94217074775062,171.77897060569566
Vrikshasana,171.08536041793462,174.30338716886314,156.38333403688478,153.37684713537874,104.52884814969899,168.97625355153633,46.97547133019701,179.5572641715172
Vrikshasana,170.58804451922478,174.46462633387011,160.185632182817,148.8845679912674,97.18758876134588,180.0,42.7033638981257,167.41672775514735
Vrikshasana,161.82892908054492,173.17465967946,158.2473382242616,157.05911315659904,114.14189828928502,155.96299340138236,55.16747099544659,180.0
Vrikshasana,166.2333154106497,170.72116092926063,151.97686466217104,150.84523163137976,98.7373799497696,180.0,66.69909340390016,176.32030387479927
Vrikshasana,180.0,173.21345886190775,172.02952821360864,157.25361080277207,103.31057826046144,174.192846835857,77.43082943494028,180.0
Vrikshasana,168.75641282029122,178.81398722165514,155.10533970332526,154.08199853679034,111.08601359892111,172.18651352662692,54.22860731609445,178.06992610932647
Vrikshasana,175.0194987596326,175.54979538461689,142.50426453835667,163.33258134887626,92.179805801697,163.34620518664354,51.53271004913054,178.41990501657227
Vrikshasana,168.83896301256632,177.98619114600785,147.26259866903274,154.74445000981953,96.15125865066999,171.72047637796396,54.23091427717791,172.96053525188228
Vrikshasana,177.34569606473738,173.3780142100082,142.8644299735047,142.33126847682377,101.87680707070689,170.67419609328186,51.172639091402935,177.8600877173489
Vrikshasana,174.3533590370611,178.6858976590898,149.11116079265955,148.62422725679363,91.06676142112617,173.73350000301224,61.959579029171564,175.84330280880243
Vrikshasana,157.98980093504207,162.77604282433774,151.3357062176319,153.53816890003827,97.91611372745274,172.2314867378855,49.50602935342042,180.0
Vrikshasana,168.94389616591178,167.82609224314675,161.8310043081637,145.71486344059105,105.89691705320003,172.6153191023576,50.82046008065466,180.0
Vrikshasana,169.26675532823168,180.0,156.1965484061752,147.78386844023817,102.69919580994825,165.5425287980874,45.985953217491996,179.98516650007747
Vrikshasana,176.33349253190076,169.26699379847446,165.89924116037122,167.26006206416906,116.3630175656329,175.17648044275433,62.90742969668559,168.5960078601297
Vrikshasana,171.09256070822923,167.79796846205943,158.95380688901915,153.4284062464261,100.33842158050268,180.0,50.642241628636974,180.0
Vrikshasana,171.60638402045458,173.454279727741,158.04813344348858,161.58659252778529,113.65307535547177,180.0,54.47696065527334,180.0
Vrikshasana,166.0948129448866,172.47273954550627,165.5223157190687,164.92774910733723,104.1160973279505,177.31836375740772,55.92613367195055,180.0
Vrikshasana,174.73615494174265,170.8658101065738,160.68673005546418,134.55524499317778,105.82885736385049,150.1095230487113,38.21229274075665,180.0
Vrikshasana,175.86517602360078,166.02542731916043,152.3031836649685,168.96432790891305,97.15969868427324,180.0,51.98464117458923,180.0
Vrikshasana,180.0,173.7861626971605,149.98124815447358,157.12218038644568,101.64389263809909,163.81155008679062,49.95334342927341,174.28903953001281
Vrikshasana,178.5461465431246,173.20767124511153,155.73763400681943,157.1505445550194,104.23122018406166,175.70088519813868,44.00230217064495,172.79206183689365
Vrikshasana,179.6280752924152,170.52597876677163,146.66526325922501,161.55050167506485,106.63369806032686,162.81570845645976,53.83585372370885,180.0
Vrikshasana,175.24631871023757,176.79188890256836,146.765847215274,160.64832123996956,98.97380240529553,169.10325904765213,58.96444487535781,180.0
Vrikshasana,180.0,180.0,157.12212654695853,160.82176130421075,109.66822871784244,172.72706769579676,53.046113503292354,180.0
Vrikshasana,172.6443041238444,168.62427838175802,154.68421547331315,163.07128302186993,102.02993291199955,174.04125986121002,57.36063393761752,176.12579268551195
Vrikshasana,177.53748898177884,175.27305562075037,148.12149530470816,169.53843832948996,96.99255256243084,162.0694279408889,43.63965032330958,172.89477419660838
Vrikshasana,173.3130399119452,171.3568969667226,155.30534425887527,162.95761572385982,105.39875361192703,173.89628722386573,55.27862765862954,180.0
Vrikshasana,160.35227994933535,170.81337048641322,140.55831948408422,158.28847941438235,101.95367027775654,178.27319364873807,61.501075141768965,179.01387524126184
Vrikshasana,169.9978335356186,175.91096667527444,153.77665890140548,157.9888587884532,111.86136316960767,168.65337192406346,58.44542911394001,180.0
Vrikshasana,167.27124909721508,178.8433647693044,163.58853076297203,158.81540709898127,94.37676541972348,166.84476388854657,47.69869938477582,180.0
Vrikshasana,167.2662489955916,175.6250734917192,148.06595576897286,156.3674513244892,103.09647754574009,180.0,40.98147475583706,180.0
Vrikshasana,173.8990544839237,175.46703150809577,158.94678330710565,161.55781454556185,100.46314895637983,180.0,48.34823084620222,180.0
Vrikshasana,169.13379727872186,172.63848892159228,149.42429958167824,161.64018976278015,116.45125956926533,171.53586292107488,50.42491441036872,172.42691518466037
Vrikshasana,171.62424407868616,163.44323444167082,150.6969761062494,159.8142883688731,115.19013197741396,180.0,47.30731931943279,180.0
Vrikshasana,174.4625148824099,172.09251411952175,161.46075561380923,158.49533186943967,103.10395725612219,169.55000102303998,40.81512272160919,170.2818739873896
Vrikshasana,176.91946929968736,171.33979945948573,153.23128880275067,158.06804501378522,109.94932252915628,173.08218365815839,46.75156050687226,180.0
Vrikshasana,180.0,175.96733993193712,165.7893080907527,167.9356799745105,113.30099316404514,175.68459506267575,56.786776376599065,180.0
Vrikshasana,166.41597395271774,177.20433894115752,147.15348823098756,151.64320435899955,115.03565067808087,177.0413209761652,63.8991863174869,176.64162808156354
Vrikshasana,166.0865069523394,171.55737681757793,158.8162503779246,158.63190973072008,113.33680478756702,169.83237744997933,54.816275774423396,173.05686425282698
Vrikshasana,175.70190366826287,173.01865130111383,152.00149329372385,156.11336510260116,100.15824253484779,170.3790692239774,66.17072993814146,177.5077699884606
Vrikshasana,171.53662333893598,160.41529425433916,150.84634118416417,155.8954126043492,95.14147323823357,180.0,50.68049779683025,180.0
Vrikshasana,173.3702278043022,173.22336701852947,157.2896284183,158.03037001297167,119.1879500304986,158.0823356394927,35.98763404449057,175.28414584471943
Vrikshasana,173.0871672916254,177.14062654858407,161.7846975842198,154.92603269695545,112.19043693241763,178.1811724189164,53.472462650172524,180.0
Vrikshasana,174.63587158059278,169.6311018393027,163.58253471200004,158.88490498062941,102.01339846754487,180.0,32.39302297167931,170.91157914920214
Vrikshasana,165.87757744175377,170.82043611458715,155.96313464187176,145.94139481781562,92.14841967689173,166.83494992885858,71.65939273660713,180.0
Vrikshasana,170.5295034938921,170.81850025815922,148.80636802249364,142.73495669419788,100.83119813591476,166.01288810053583,51.32119574670392,169.99897075478262
Vrikshasana,168.42815325013845,173.891762571817,160.92967678227149,161.3397756699361,88.79511015842962,177.12811438081337,45.5983064271852,180.0
Vrikshasana,172.93616794029083,164.7416750055323,155.4704183633505,160.92290993651014,108.12965380474598,171.1540726153335,64.25423112480843,180.0
Vrikshasana,171.46007530160148,177.50073087282166,173.4703478815055,173.6838768062642,89.72000119177503,166.4408013330571,63.87935029387081,172.7085947458118
Vrikshasana,165.06475320024992,170.08283521580572,161.3618136757967,157.18082634711124,95.49436379594408,167.95472522965295,46.30130348469833,173.6024518567053
Vrikshasana,180.0,174.78506642711332,165.0940724352379,154.0873802550486,100.14043322813951,167.71867611177788,30.786333320646385,171.10995361576067
Vrikshasana,162.13628792011764,159.50129733229036,148.43712820561518,168.59964543505305,101.55563832295645,179.74338257392705,55.287860615207,180.0
Vrikshasana,167.59461802817256,176.14370572515602,163.82971387259477,153.38682166213044,107.59540370616166,175.397126551449,47.60357903095934,172.38615783864503
Vrikshasana,165.89523000861035,173.51903325152878,160.61607895031452,151.65979335633668,102.26585341326098,175.4232222168309,56.945525717322404,180.0
Vrikshasana,180.0,166.99225140346073,171.46868967630417,153.7521879635543,112.44872812454427,172.40791975630654,48.70280497234426,168.96151570112534
Vrikshasana,171.97061293870192,163.64370058816635,165.7383938867422,170.134341257114,94.0308901070331,173.81182445511564,46.196867823936195,174.85757634931605
Vrikshasana,177.64696822319223,172.76877042893952,171.9171843354481,154.14214017037662,111.99336332474489,172.5844804777467,58.366224077953866,175.76421171335028
Vrikshasana,172.7026469746905,172.3070067242064,151.3115430812337,163.29665227665402,108.50249005578364,175.5613281694334,64.29572523134115,180.0
Vrikshasana,170.7503318609052,175.23831391060506,153.0111944859343,158.18684252891646,96.00250550881135,180.0,54.9095852027437,176.9098543594779
Vrikshasana,180.0,159.97630754122753,141.8871792410777,164.3667092417582,102.60468448117368,173.50267780156457,41.38883117345161,177.88383144574817
Vrikshasana,180.0,177.94519771877518,159.3576523611425,154.4875687191605,98.05427148130606,159.22481266479988,54.061123367369284,180.0
Vrikshasana,163.54628403697632,169.0314986461591,148.74028294213264,150.27719044152988,102.534816268219,159.49358707006917,56.91416350685651,180.0
Vrikshasana,171.4933844717785,158.11574894009274,150.0286509919809,167.86321547282157,74.22005719271428,169.91485952683888,42.559993772261926,180.0
Vrikshasana,168.94931628713923,175.42372412441367,162.52368335335274,172.68980671784016,99.9705805632463,174.25626621773566,40.119556166980516,180.0
Vrikshasana,168.43694691157182,169.63547501547353,157.82201764120632,145.4969252372812,104.28770028928938,177.80479763755005,54.34347058797833,170.0555121791064
Vrikshasana,172.25714423402204,177.45217341787693,142.97608987227272,149.40187188945828,110.7654360408152,173.62057260518372,55.295772657014034,180.0
Vrikshasana,175.81131667103722,176.94732806259907,179.6859642177466,156.28956353527607,94.02117236381505,174.5667783894828,55.51192823511116,175.36642304026896
Vrikshasana,166.8056178826709,180.0,160.6147477631042,152.1417169487834,111.15930302279598,171.34512909063199,49.97694842945735,180.0
Vrikshasana,165.24870639060987,175.11576322350302,173.303638461854,161.72942129757848,98.23787896216535,168.95736831743054,48.71728021323913,176.7301866097611
Vrikshasana,170.73316080345037,178.4978686464474,144.13432717432812,164.89600040329708,98.20313474857439,174.26168671417224,42.98409671839309,180.0
Vrikshasana,180.0,178.75754315450044,145.8819617936517,164.6329685685284,106.04855087635708,162.3683725172046,51.805620929833474,179.82267244516632
Vrikshasana,176.3364516429389,174.06356820169313,160.32985133477905,169.78889113802475,114.2603390991068,154.79767027730355,49.46049156129855,177.17674486228023
Vrikshasana,162.48740856363818,173.56509834939388,167.99006217928405,149.30745712327527,105.36400938689873,166.50505913622138,46.624703810562586,180.0
Vrikshasana,169.74465307932905,175.77327493406375,143.0302550715121,172.89854049115905,108.02652446306499,170.90500094409842,56.60437207999916,170.95090285526095
Vrikshasana,180.0,171.0560913470214,156.36744387961252,154.06675508027612,96.19348597254415,176.16802366977046,54.047254800833784,180.0
Vrikshasana,172.94723186308656,176.0791988664631,154.64921004859968,175.8378547312764,86.32069583569502,179.5656239413779,62.943259605767764,173.73920597017204
Vrikshasana,180.0,178.9729416976719,165.7691120545833,158.224177496207,99.82773841781324,170.74354703776234,55.12424477055614,180.0
Vrikshasana,174.0878853071685,167.53133826117624,164.59541649907985,165.36920597115835,108.54659528447786,176.4729934391499,49.83257495873754,173.3550541643471
Vrikshasana,167.7908394161553,163.18722050925285,159.89558889236758,157.33240973418725,97.60012295470291,154.26628705392957,42.02146024244665,180.0
Vrikshasana,169.0122439996212,175.16355006594105,146.87451656019795,169.50964385887386,100.55972339945323,173.7402423789012,70.60623833505348,180.0
Vrikshasana,171.16060627227765,169.44067889077783,155.39563990784376,162.07918598781228,100.94775865749129,169.62853512997918,63.737450005672336,177.42895054111082
Vrikshasana,180.0,173.54445538251304,172.28254715379782,160.85855538168502,111.62960573249448,167.65233369089364,45.169926219300706,180.0
Vrikshasana,178.9313194547919,173.2415390120028,147.70885331933042,147.1179330696854,87.72863597813759,161.3942673223637,52.8758828755767,180.0
Vrikshasana,172.91950527845114,159.4375114559729,156.4739163173236,156.69760802693915,122.95998750225439,163.25717252248268,48.874579179206435,180.0
Vrikshasana,175.69987004807928,176.37987844109855,158.91667549619103,160.63954830925812,109.77609530278536,167.1430820866434,59.0244686312656,171.13498491557232
Vrikshasana,174.97020783698923,174.07244577971795,153.06965529446313,157.81851779739483,95.77459847334447,165.56979203882955,49.17108206709084,172.4800568231417
Vrikshasana,174.93678478455948,166.09948703508582,163.6958161839284,148.54816745656944,96.33705084418993,168.25237955070892,62.60117383099871,179.65144972808295
Vrikshasana,171.72959718473362,175.99231664641835,141.1424612213625,157.65493128287275,121.97514177804763,172.79407903841604,52.54330535335468,180.0
Vrikshasana,178.37363145988607,161.01519984266085,144.5413881456718,159.68233032868918,94.85123438102491,179.87215157331948,49.47860488091821,168.32734632143442
Vrikshasana,165.391916498936,156.50194388221655,156.1269957017367,156.49292698188492,97.75537290218102,178.47327423417843,61.58815869213355,177.14805788321945
Vrikshasana,160.19183799513885,176.70368948295356,162.4428818280686,160.47513256125555,111.81479749308116,165.01103142123375,68.07004308948112,173.20286123429065
Vrikshasana,177.49533756320514,162.8759138335199,150.5578825018396,170.1309491738027,99.3910017699915,177.0395356307968,53.89564310975397,177.47520921999913
Vrikshasana,180.0,171.5800470520886,143.75409513949222,151.57407926438637,107.51191728701694,174.37305463817506,39.463533998116496,174.378287402959
Vrikshasana,169.50967190478653,170.80718243531464,146.99269129118758,152.97303113504418,94.71389514740473,176.62919955857151,58.47297048792195,177.2709477095559
Vrikshasana,170.64776122477562,173.83954587223468,151.4673991403554,148.82534334266046,92.59778791074282,168.19112101617125,42.69220960166183,178.81029779531437
Vrikshasana,177.37829404270224,163.47741019521055,158.20102968972827,156.24051363786933,105.41508685536803,171.92236739137846,40.37120576054696,171.68805350571418
Vrikshasana,173.17654145350983,179.17268551847306,140.28650103165597,160.76581263841263,113.89622005287643,171.0818447427627,56.40161996821153,174.484654595511
Vrikshasana,172.28380280433873,163.27451889015109,139.245253532649,165.5421264098022,92.15005072275558,169.26683292997942,40.908461973838456,170.95015148458063
Vrikshasana,171.9569737994323,168.6225368351861,161.02376798395758,161.62030735183674,105.20849646324608,173.43160474557067,64.62214563945508,172.66203115477558
